0	2
0	4
0	5
0	7
0	17
0	22
0	31
0	34
0	39
0	40
0	44
0	106
0	121
0	143
0	190
0	219
0	232
0	306
0	318
0	385
0	411
0	414
0	497
0	582
0	630
0	647
0	655
0	751
0	828
0	865
0	900
0	946
1	2
1	3
1	6
1	8
1	9
1	10
1	11
1	12
1	15
1	19
1	21
1	34
1	45
1	47
1	60
1	66
1	71
1	75
1	81
1	87
1	90
1	96
1	109
1	125
1	131
1	133
1	134
1	137
1	144
1	153
1	174
1	223
1	239
1	276
1	312
1	319
1	335
1	378
1	401
1	417
1	469
1	494
1	517
1	569
1	592
1	623
1	634
1	669
1	674
1	772
1	830
1	846
1	888
1	914
1	915
1	917
1	919
1	936
2	3
2	4
2	7
2	9
2	15
2	43
2	68
2	70
2	75
2	78
2	86
2	132
2	198
2	201
2	204
2	258
2	260
2	261
2	294
2	304
2	308
2	324
2	338
2	363
2	425
2	486
2	579
2	618
2	620
2	655
2	687
2	695
2	702
2	709
2	713
2	716
2	729
2	738
2	759
2	792
2	837
2	861
2	863
2	879
3	8
3	18
3	20
3	23
3	35
3	50
3	54
3	55
3	58
3	64
3	99
3	116
3	126
3	135
3	222
3	331
3	390
3	398
3	413
3	468
3	500
3	510
3	541
3	596
3	645
3	706
3	760
3	762
3	926
4	5
4	6
4	10
4	11
4	13
4	14
4	28
4	31
4	36
4	37
4	38
4	50
4	54
4	59
4	60
4	63
4	65
4	77
4	108
4	124
4	139
4	152
4	157
4	196
4	200
4	203
4	234
4	244
4	267
4	278
4	349
4	394
4	442
4	485
4	487
4	500
4	505
4	539
4	551
4	558
4	563
4	578
4	612
4	627
4	715
4	780
4	787
4	803
4	833
4	875
4	915
5	67
5	435
5	545
5	701
5	818
5	975
6	19
6	20
6	186
6	215
6	217
6	231
6	242
6	255
6	282
6	283
6	288
6	301
6	314
6	364
6	397
6	403
6	533
6	556
6	564
6	707
6	758
6	875
7	16
7	43
7	44
7	55
7	56
7	79
7	82
7	121
7	130
7	202
7	206
7	212
7	222
7	259
7	265
7	296
7	302
7	315
7	329
7	330
7	446
7	548
7	597
7	601
7	603
7	611
7	652
7	743
7	755
7	952
8	29
8	30
8	36
8	42
8	47
8	93
8	111
8	128
8	142
8	240
8	293
8	353
8	370
8	374
8	478
8	496
8	660
8	670
8	999
9	12
9	17
9	26
9	39
9	71
9	80
9	81
9	94
9	113
9	127
9	146
9	149
9	181
9	203
9	284
9	374
9	408
9	410
9	438
9	464
9	474
9	508
9	526
9	547
9	575
9	589
9	606
9	638
9	679
9	701
9	739
9	766
9	884
9	930
9	995
10	13
10	14
10	16
10	18
10	24
10	46
10	48
10	62
10	63
10	85
10	91
10	95
10	100
10	140
10	172
10	178
10	182
10	196
10	224
10	235
10	246
10	343
10	371
10	453
10	498
10	509
10	518
10	542
10	570
10	572
10	577
10	674
10	693
10	876
10	906
10	963
11	72
11	299
11	651
11	723
11	813
11	859
11	939
12	51
12	101
12	111
12	138
12	161
12	184
12	270
12	349
12	350
12	354
12	513
12	605
12	725
12	805
12	963
13	72
13	136
13	206
13	380
13	402
13	403
13	489
13	643
13	702
13	903
13	907
13	964
13	981
13	991
14	29
14	120
14	156
14	201
14	256
14	343
14	439
15	24
15	25
15	28
15	30
15	37
15	49
15	52
15	79
15	83
15	89
15	112
15	123
15	129
15	132
15	157
15	221
15	234
15	237
15	391
15	449
15	464
15	484
15	495
15	506
15	514
15	599
15	608
15	664
15	722
15	821
15	823
15	954
15	998
16	27
16	124
16	154
16	179
16	235
16	339
16	552
16	609
16	648
16	922
16	990
17	67
17	77
17	84
17	110
17	116
17	147
17	169
17	171
17	183
17	187
17	188
17	200
17	279
17	312
17	353
17	389
17	405
17	465
17	587
17	629
17	773
17	901
17	981
18	21
18	25
18	52
18	69
18	80
18	145
18	163
18	169
18	314
18	319
18	329
18	337
18	421
18	432
18	537
18	564
18	572
18	676
19	159
19	208
20	22
20	23
20	27
20	33
20	35
20	49
20	64
20	65
20	66
20	88
20	102
20	103
20	104
20	119
20	122
20	155
20	162
20	174
20	180
20	205
20	229
20	232
20	249
20	253
20	262
20	321
20	342
20	372
20	408
20	424
20	426
20	632
20	759
20	779
20	781
20	812
20	858
20	866
21	69
21	97
21	175
21	563
21	660
22	26
22	33
22	38
22	56
22	92
22	95
22	102
22	148
22	250
22	276
22	396
22	475
22	487
22	569
22	754
22	816
22	843
22	859
22	935
22	979
23	46
23	53
23	78
23	83
23	153
23	436
23	567
23	581
23	618
23	822
25	347
26	107
26	110
26	127
26	192
26	195
26	381
26	440
26	646
26	804
26	825
26	887
27	119
27	133
27	182
27	198
27	265
27	326
27	334
27	370
27	460
27	528
27	584
27	740
27	745
27	764
27	834
27	851
27	869
27	911
27	939
27	952
27	978
28	48
28	93
28	183
28	199
28	210
28	215
28	301
28	483
28	511
28	517
28	521
28	769
29	32
29	45
29	57
29	73
29	165
29	233
29	292
29	339
29	383
29	976
29	979
30	420
31	32
31	40
31	41
31	59
31	101
31	108
31	175
31	262
31	266
31	344
31	366
31	376
31	462
31	719
31	788
31	846
31	953
31	987
32	219
32	303
32	756
33	42
33	61
33	87
33	117
33	125
33	139
33	322
33	328
33	369
33	427
33	490
33	557
33	631
33	704
33	717
33	845
33	897
33	932
33	969
35	149
35	163
35	245
35	320
35	361
35	430
35	532
35	538
35	625
35	753
35	943
36	311
36	330
36	523
37	118
37	535
37	972
38	147
38	710
39	321
39	481
39	620
39	948
39	975
40	41
40	62
40	106
40	146
40	211
40	393
40	397
40	427
40	886
40	945
41	53
41	103
41	621
41	891
42	112
42	123
42	168
42	209
