0	1
0	2
0	3
0	4
1	0
1	5
1	6
1	7
1	8
2	0
2	6
2	3
2	9
2	10
3	2
3	4
3	9
3	11
3	12
3	13
4	6
4	3
4	14
4	8
4	15
4	16
4	17
4	18
5	1
5	19
5	20
5	21
5	5
5	22
5	23
6	1
6	2
6	20
6	4
6	24
6	25
6	26
6	27
6	3
7	28
7	29
7	30
7	31
7	32
7	33
7	34
7	7
8	4
8	9
8	35
8	36
8	37
8	38
8	14
19	5
19	12
19	38
19	19
19	39
19	40
19	41
20	5
20	6
20	38
20	14
20	20
20	42
20	43
20	12
20	19
21	44
21	45
21	46
21	47
21	48
21	49
21	50
21	51
21	52
22	53
22	54
22	55
22	56
22	22
22	57
22	58
22	24
23	59
23	60
23	61
23	62
23	63
23	64
23	65
23	66
23	67
12	19
12	68
12	17
12	69
12	70
12	71
12	12
12	72
38	19
38	20
38	17
38	73
38	12
38	74
38	3
38	75
39	35
39	36
39	41
39	76
39	8
39	77
39	39
40	63
40	78
40	79
40	80
40	81
40	82
41	83
41	39
41	71
41	43
41	84
41	41
41	85
68	12
68	86
68	87
68	68
17	12
17	38
17	87
17	72
17	88
17	77
17	89
17	90
17	20
69	91
69	92
69	93
69	94
69	95
69	96
69	97
69	98
69	99
70	100
70	101
70	102
70	103
70	104
70	70
70	105
70	106
71	90
71	41
71	107
71	108
71	100
71	73
71	109
71	110
71	111
72	17
72	73
72	112
72	90
72	113
72	114
72	83
72	115
86	68
86	116
86	114
86	117
86	73
86	108
86	87
86	118
87	68
87	17
87	114
87	112
87	86
87	72
116	86
116	119
116	120
116	121
116	116
116	122
114	86
114	87
114	120
114	117
114	123
114	68
114	112
117	114
117	112
117	124
117	125
117	76
117	120
117	116
117	126
117	127
73	38
73	14
73	72
73	83
73	128
73	129
73	87
73	41
108	71
108	43
108	130
108	75
108	131
108	35
108	132
108	133
118	134
118	135
118	136
118	137
118	138
118	139
118	140
119	116
119	141
119	142
119	107
119	2
119	143
119	144
119	145
120	116
120	114
120	142
120	124
120	146
120	147
121	148
121	127
121	149
121	150
121	151
121	152
121	153
122	154
122	155
122	156
122	157
122	158
122	159
122	122
122	160
122	161
141	119
141	162
141	115
141	72
141	163
141	121
142	119
142	120
142	115
142	89
142	164
142	12
142	141
142	114
107	161
107	71
107	165
107	130
107	125
107	166
107	167
107	168
107	148
143	169
143	170
143	171
143	172
143	173
143	174
143	175
143	16
144	162
144	169
144	170
144	144
144	176
144	143
145	177
145	178
145	179
145	180
145	181
145	157
145	182
145	145
145	183
162	141
162	144
162	176
162	161
162	184
162	185
162	186
162	187
115	141
115	142
115	176
115	88
115	188
115	119
115	189
115	169
115	190
163	191
163	192
163	193
163	194
163	195
163	196
163	197
163	198
163	199
176	162
176	115
176	170
176	190
176	200
176	143
176	172
176	201
161	112
161	90
161	125
161	107
161	161
161	129
184	202
184	203
184	204
184	205
184	206
184	207
184	208
184	184
184	209
185	210
185	211
185	212
185	213
185	214
185	215
185	185
185	216
185	217
186	171
186	172
186	218
186	219
186	220
186	221
186	35
186	222
186	223
187	190
187	151
187	224
187	225
187	153
187	226
187	227
187	201
169	144
169	174
169	143
169	141
169	228
169	2
170	144
170	176
170	143
170	229
170	230
170	231
170	158
170	170
174	169
174	220
174	171
174	232
174	233
174	234
174	235
228	236
228	237
228	238
228	239
228	240
228	241
228	242
228	243
220	174
220	235
220	244
220	245
220	220
220	218
220	246
171	174
171	143
171	244
171	186
171	190
171	220
232	247
232	248
232	249
232	250
232	24
232	251
232	252
232	253
233	254
233	255
233	256
233	257
233	258
233	259
233	260
234	261
234	262
234	263
234	264
234	265
234	266
234	267
234	168
235	220
235	268
235	269
235	270
235	119
235	271
244	220
244	171
244	269
244	218
244	272
244	235
244	273
245	274
245	275
245	27
245	276
245	277
245	278
245	279
218	244
218	186
218	222
218	280
218	281
218	282
246	283
246	284
246	285
246	286
246	246
246	287
246	288
246	213
268	235
268	289
268	290
268	291
268	292
268	220
268	168
269	235
269	244
269	290
269	222
269	269
269	16
269	293
269	270
269	294
270	273
270	295
270	296
270	297
270	298
270	299
271	300
271	301
271	302
271	303
271	304
271	271
271	305
271	306
289	268
289	307
289	308
289	290
289	309
289	111
289	310
289	311
290	268
290	269
290	308
290	200
290	307
290	16
291	308
291	200
291	111
291	312
291	294
291	313
291	246
291	314
291	291
292	263
292	264
292	315
292	265
292	316
292	317
292	318
292	319
292	320
168	321
168	298
168	322
168	323
168	324
168	325
168	326
168	327
307	289
307	328
307	175
307	311
307	283
307	329
307	284
308	289
308	290
308	175
308	291
308	307
308	308
308	166
308	300
309	330
309	327
309	331
309	84
309	309
309	332
309	312
111	175
111	291
111	211
111	277
111	333
111	294
111	334
111	328
111	335
310	336
310	337
310	338
310	339
310	282
310	340
310	341
310	342
310	343
311	328
311	344
311	210
311	212
311	345
328	307
328	311
328	346
328	17
328	347
328	210
328	74
175	307
175	308
175	346
175	111
175	175
175	348
283	211
283	277
283	213
283	246
283	298
283	111
283	185
283	274
329	349
329	350
329	351
329	352
329	353
329	354
329	355
329	356
284	277
284	27
284	246
284	357
284	296
284	358
284	278
284	359
346	328
346	175
346	210
346	211
346	360
346	185
346	361
346	362
346	363
347	323
347	364
347	365
347	366
347	367
347	347
347	368
210	311
210	346
210	369
210	185
210	357
210	210
210	277
74	370
74	371
74	372
74	373
74	374
74	375
74	74
74	376
344	311
344	345
344	369
344	377
344	378
344	214
344	223
212	369
212	185
212	217
212	379
212	359
212	380
212	212
345	344
345	378
345	381
345	82
345	382
369	344
369	210
369	381
369	212
369	369
369	383
369	346
377	384
377	385
377	386
377	387
377	289
377	388
377	5
377	389
378	345
378	390
378	313
378	344
378	391
378	246
378	392
378	378
214	339
214	393
214	394
214	395
214	396
214	214
214	397
214	398
223	367
223	399
223	261
223	262
223	400
223	240
223	401
223	402
381	345
381	369
381	313
381	217
381	285
381	403
381	404
381	382
82	155
82	405
82	157
82	406
82	407
82	408
82	409
82	410
82	411
382	333
382	412
382	413
382	414
382	415
382	382
382	303
390	378
390	333
390	416
390	390
390	313
390	417
390	418
313	378
313	381
313	416
313	358
313	106
313	390
313	419
313	217
391	396
391	420
391	324
391	421
391	415
391	422
391	423
391	424
391	391
392	425
392	426
392	380
392	279
392	236
392	427
392	392
392	228
333	390
333	382
333	428
333	429
333	333
333	430
333	413
416	390
416	313
416	428
416	431
416	333
416	186
416	416
417	432
417	433
417	434
417	435
417	436
417	427
417	437
417	438
418	439
418	440
418	441
418	442
418	443
418	444
418	445
418	446
418	447
428	333
428	416
428	413
428	429
428	345
428	448
428	428
428	290
428	185
429	428
429	431
429	415
429	449
429	450
429	95
429	429
429	413
429	451
430	361
430	452
430	453
430	425
430	454
430	429
413	382
413	428
413	452
413	415
413	430
413	455
413	413
413	289
413	456
412	382
412	361
412	452
412	457
412	458
412	212
412	271
414	459
414	460
414	461
414	462
414	463
414	464
414	465
414	466
414	467
415	413
415	429
415	468
415	455
415	425
415	415
